B19001_002E,B19001_003E,B19001_004E,B19001_005E,B19001_006E,B19001_007E,B19001_008E,B19001_009E,B19001_010E,B19001_011E,B19001_012E,B19001_013E,B19001_014E,B19001_015E,B19001_016E,B19001_017E,B01003_001E,B19001_001E,B25010_001E,state,county,tract,block group,GEOID
19,24,21,25,14,25,26,28,17,18,32,23,45,47,57,76,755,497,3.42,17,31,460301,3,170314603013
30,23,17,29,17,26,29,23,30,16,15,25,48,44,47,80,739,499,2.64,17,31,460302,3,170314603023
14,24,21,18,12,26,24,25,27,31,22,30,40,40,65,69,1173,488,2.89,17,31,460302,4,170314603024
20,20,27,30,26,20,16,23,14,18,9,39,47,46,51,80,646,486,2.07,17,31,431302,2,170314313022
26,17,22,27,11,25,19,20,19,24,23,27,36,49,53,90,1091,488,2.35,17,31,431302,1,170314313021
24,19,17,18,21,25,24,29,26,26,22,28,46,49,57,86,1740,517,3.29,17,31,801100,4,170318011004
30,22,26,29,16,22,19,18,27,21,19,27,51,37,57,87,1286,508,2.85,17,31,801100,3,170318011003
12,18,23,21,25,29,21,26,16,19,25,31,38,46,60,74,721,484,3.28,17,31,801100,1,170318011001
15,14,18,25,30,18,27,22,27,26,26,33,52,55,63,100,875,551,2.52,17,31,801100,2,170318011002
21,20,15,27,13,26,27,22,25,27,15,23,45,58,71,69,2362,504,2.38,17,31,801500,1,170318015001
13,25,23,19,25,27,25,23,31,26,27,27,44,59,65,90,2458,549,3.34,17,31,801500,2,170318015002
23,20,32,37,17,28,30,25,27,19,11,29,42,58,57,71,1915,526,2.57,17,31,801500,3,170318015003
19,24,27,15,14,19,17,26,16,23,12,20,53,43,61,75,2588,464,2.37,17,31,801603,2,170318016032
20,26,26,24,14,22,12,20,19,18,26,27,46,46,68,105,1284,519,2.8,17,31,801603,1,170318016031
11,25,27,15,25,17,17,31,30,38,16,23,40,47,51,86,1427,499,2.0,17,31,801608,1,170318016081
27,14,17,23,17,7,30,30,15,25,21,26,45,55,65,89,963,506,3.48,17,31,801608,3,170318016083
14,13,20,30,24,26,30,30,29,23,15,27,53,40,60,94,2521,528,2.47,17,31,801608,4,170318016084
22,13,19,27,17,21,22,16,26,23,13,33,52,34,64,75,1397,477,1.86,17,31,801608,2,170318016082
23,18,22,23,24,23,27,22,26,22,25,22,51,47,46,96,2111,517,2.16,17,31,801901,1,170318019011
23,20,5,24,22,22,29,25,27,29,18,34,41,49,64,82,1413,514,2.44,17,31,801901,2,170318019012
27,19,17,25,23,26,22,13,22,27,22,32,41,40,62,80,1226,498,1.78,17,31,802402,3,170318024023
22,28,29,25,21,22,27,22,24,20,12,22,50,46,76,68,1302,514,3.6,17,31,802402,4,170318024024
25,25,23,34,21,22,19,16,24,17,16,24,56,45,59,99,1269,525,2.44,17,31,802402,2,170318024022
19,21,14,23,27,28,32,29,23,30,14,25,44,54,58,65,1181,506,2.97,17,31,807900,3,170318079003
10,24,16,31,20,29,28,15,21,28,10,34,51,49,61,74,1465,501,3.12,17,31,807900,1,170318079001
10,23,24,21,19,30,17,21,22,17,19,26,45,44,76,83,739,497,2.19,17,31,824602,5,170318246025
25,23,20,23,27,33,23,23,25,26,26,31,39,46,66,88,1795,544,3.11,17,31,824602,2,170318246022
15,16,13,24,18,28,24,28,24,25,21,28,41,41,70,69,1994,485,2.34,17,31,824602,3,170318246023
23,22,25,11,15,23,21,25,32,22,13,28,48,50,58,84,2172,500,2.98,17,31,825802,3,170318258023
16,27,18,28,26,10,30,23,35,29,5,26,42,50,55,82,1837,502,2.76,17,31,825802,1,170318258021
16,20,24,28,26,30,20,32,24,27,25,28,50,52,68,85,917,555,2.8,17,31,827600,1,170318276001
6,23,21,24,26,30,26,34,18,24,18,24,36,48,67,97,988,522,2.24,17,31,804405,2,170318044052
19,19,12,27,15,22,19,32,21,20,21,27,36,44,60,72,2469,466,3.17,17,31,804508,1,170318045081
23,18,24,19,25,27,27,21,23,18,16,31,46,50,50,97,1150,515,2.79,17,31,804506,1,170318045061
13,24,23,21,19,18,29,30,22,26,27,34,50,47,59,87,1276,529,2.64,17,31,804506,2,170318045062
19,29,24,29,26,20,26,23,28,19,18,27,39,43,68,75,1072,513,1.67,17,31,804308,3,170318043083
18,27,18,24,15,21,28,19,26,32,15,23,48,51,76,79,1765,520,1.8,17,31,804308,1,170318043081
27,27,19,33,26,20,24,19,31,22,25,32,44,44,57,81,1480,531,3.91,17,31,301702,2,170313017022
15,18,29,26,8,24,34,30,21,27,12,23,49,49,55,92,1061,512,3.87,17,31,301702,1,170313017021
14,17,23,29,27,16,9,35,20,24,25,24,52,51,57,91,1907,514,3.05,17,31,700301,3,170317003013
9,26,15,28,23,29,28,33,26,20,25,20,45,48,64,78,1197,517,3.73,17,31,301801,1,170313018011
12,29,20,25,29,17,24,23,27,21,16,25,40,39,66,86,3049,499,4.13,17,31,301801,2,170313018012
15,23,27,29,25,32,30,25,21,25,18,26,37,48,65,92,664,538,2.06,17,31,490902,3,170314909023
22,15,29,23,25,13,19,25,27,19,17,32,54,52,58,71,1113,501,2.91,17,31,490902,4,170314909024
24,9,16,37,37,23,29,24,21,27,19,34,42,51,57,93,1185,543,2.47,17,31,490901,3,170314909013
18,5,11,18,23,24,20,29,21,32,27,34,44,55,57,82,1050,500,4.01,17,31,300900,3,170313009003
13,25,21,26,10,30,31,30,28,28,14,31,49,50,70,70,1872,526,4.58,17,31,301100,2,170313011002
20,21,25,26,13,29,30,15,28,27,15,21,51,41,59,78,1862,499,4.19,17,31,301200,3,170313012003
20,28,14,27,22,21,18,27,22,20,24,30,36,39,54,99,1024,501,2.34,17,31,803015,3,170318030153
16,28,16,22,20,20,26,27,20,25,22,28,38,56,63,91,982,518,2.87,17,31,802608,3,170318026083
12,26,14,24,19,22,22,28,23,29,22,26,41,46,48,83,1674,485,1.74,17,31,802608,1,170318026081
19,29,23,20,23,21,28,26,24,20,9,27,57,48,56,67,1962,497,2.84,17,31,803013,2,170318030132
24,17,18,29,16,24,24,25,29,22,23,22,42,50,67,87,2178,519,2.03,17,31,803013,1,170318030131
20,23,20,22,27,32,28,24,23,18,27,28,54,54,56,77,2383,533,2.45,17,31,802404,2,170318024042
22,24,22,24,22,28,28,20,26,29,15,28,38,50,56,72,1018,504,2.89,17,31,802404,3,170318024043
21,16,12,27,15,28,31,21,20,17,14,33,55,40,53,81,1153,484,2.86,17,31,140302,1,170311403021
20,17,19,30,20,21,16,31,30,20,19,30,44,44,64,79,1517,504,3.17,17,31,140302,2,170311403022
14,27,20,25,17,14,22,29,24,20,14,25,52,53,61,75,1196,492,2.83,17,31,150402,2,170311504022
23,21,15,33,23,24,27,21,29,14,19,31,44,46,64,83,570,517,2.54,17,31,150402,1,170311504021
13,24,22,31,25,11,25,26,18,28,16,22,43,53,58,80,396,495,2.23,17,31,110501,4,170311105014
23,24,9,29,27,32,26,32,22,20,25,27,49,48,55,86,1053,534,2.65,17,31,110501,1,170311105011
23,17,12,27,25,25,25,18,28,25,14,29,32,44,61,93,433,498,2.26,17,31,110501,5,170311105015
20,26,22,20,27,20,26,30,16,31,19,29,52,38,75,83,2148,534,3.15,17,31,110501,3,170311105013
18,20,18,21,11,19,24,24,30,25,21,26,50,42,56,70,2468,475,2.46,17,31,10502,2,170310105022
16,16,14,23,19,28,21,22,31,21,25,28,46,37,59,93,691,499,1.91,17,31,10503,2,170310105032
22,20,21,28,24,22,24,20,27,18,25,33,46,40,70,67,1099,507,2.71,17,31,10702,4,170310107024
21,27,16,19,25,36,18,24,27,23,7,31,43,53,56,92,1499,518,2.73,17,31,10702,1,170310107021
14,11,29,26,13,22,30,8,22,27,23,26,48,40,52,79,1492,470,3.48,17,31,10702,2,170310107022
13,18,24,19,20,29,26,26,27,30,29,31,36,47,71,94,1064,540,1.47,17,31,10501,3,170310105013
29,16,16,22,23,23,28,22,31,21,21,31,44,41,69,82,1842,519,2.72,17,31,806104,3,170318061043
16,28,16,29,14,33,23,30,21,25,16,27,41,43,57,77,1875,496,2.66,17,31,806104,1,170318061041
29,19,20,20,27,24,28,20,32,31,24,27,46,50,57,70,868,524,2.82,17,31,770601,3,170317706013
15,30,18,28,14,18,22,34,25,24,31,31,44,46,70,92,1158,542,3.32,17,31,770601,1,170317706011
9,21,12,21,33,16,26,34,26,21,12,27,42,51,61,86,1371,498,3.08,17,31,770602,3,170317706023
12,16,16,20,29,23,14,22,26,20,20,25,39,41,62,70,916,455,3.02,17,31,220601,2,170312206012
11,17,13,25,13,20,22,28,30,25,19,30,45,49,57,79,1066,483,3.58,17,31,210502,3,170312105023
14,18,24,30,24,30,23,25,30,21,21,29,52,56,65,72,1879,534,3.27,17,31,210502,1,170312105021
25,9,23,35,15,18,27,26,23,19,23,35,40,47,65,87,1964,517,3.12,17,31,210502,2,170312105022
19,20,6,31,21,33,23,20,27,21,17,20,45,34,61,92,329,490,1.74,17,31,220602,1,170312206021
23,28,28,11,14,26,23,29,27,23,14,35,43,54,54,83,658,515,2.69,17,31,220602,2,170312206022
21,23,11,26,15,21,25,26,24,26,24,23,52,51,51,86,703,505,2.79,17,31,220602,5,170312206025
17,13,21,23,25,24,33,25,19,23,18,32,43,48,57,71,1102,492,1.63,17,31,220602,3,170312206023
12,17,24,34,16,22,22,23,17,28,14,31,47,64,69,81,1342,521,2.4,17,31,210602,1,170312106021
19,15,17,25,13,28,18,28,25,24,30,30,57,45,64,75,1056,513,2.95,17,31,220901,1,170312209011
19,18,23,18,23,22,28,25,29,25,22,17,45,38,59,74,1342,485,4.32,17,31,220901,3,170312209013
23,24,18,26,20,27,25,25,20,23,18,30,44,42,59,76,2022,500,3.61,17,31,220902,2,170312209022
24,21,30,27,19,25,27,22,20,30,17,28,37,48,69,74,954,518,3.51,17,31,200401,1,170312004011
17,24,16,30,25,27,30,28,24,25,18,26,50,44,57,88,2212,529,4.18,17,31,160501,2,170311605012
7,22,16,25,24,27,30,23,26,28,21,34,47,49,55,81,2286,515,2.87,17,31,160501,1,170311605011
14,22,17,21,26,21,26,31,28,19,15,30,51,45,66,77,1427,509,3.96,17,31,804509,2,170318045092
17,17,18,17,21,13,31,24,19,18,14,33,42,51,53,65,1601,453,3.83,17,31,804509,4,170318045094
13,19,6,26,30,26,24,24,19,29,31,26,47,48,62,73,3762,503,2.6,17,31,804507,3,170318045073
22,22,20,33,17,25,21,25,25,16,26,29,32,49,52,94,4666,508,3.02,17,31,804403,3,170318044033
19,21,7,25,22,28,26,27,29,17,21,34,36,47,64,83,1248,506,2.29,17,31,820101,7,170318201017
20,18,14,20,18,19,21,21,23,28,23,28,37,51,58,86,1371,485,1.89,17,31,830006,1,170318300061
18,28,24,21,28,24,22,22,20,32,23,32,39,39,51,75,892,498,2.66,17,31,830006,2,170318300062
30,24,18,25,29,30,27,27,24,28,17,24,46,48,78,94,2829,569,2.33,17,31,830201,2,170318302012
16,28,23,30,30,25,25,28,23,15,24,33,42,41,61,86,919,530,2.34,17,31,220500,3,170312205003
17,23,21,14,16,21,25,30,28,20,14,25,52,49,60,71,814,486,2.16,17,31,220500,2,170312205002
14,23,14,29,22,21,22,17,20,25,18,35,49,47,69,91,1529,516,3.03,17,31,222700,2,170312227002
19,17,15,15,23,22,24,24,17,25,22,39,52,49,63,77,629,503,2.34,17,31,231200,5,170312312005
18,28,17,16,30,28,27,31,18,15,19,32,40,48,69,86,1393,522,3.76,17,31,231200,4,170312312004
20,19,17,28,24,25,26,21,29,30,23,31,43,38,74,80,450,528,2.42,17,31,231200,3,170312312003
18,16,21,20,24,27,16,25,23,32,30,34,52,48,62,94,856,542,3.37,17,31,231500,1,170312315001
19,6,17,23,16,24,22,20,23,24,8,32,45,40,66,81,884,466,2.91,17,31,231500,4,170312315004
18,22,20,30,21,23,24,24,23,20,23,23,45,47,66,78,1291,507,3.08,17,31,231500,2,170312315002
19,16,26,17,16,28,31,22,28,25,24,33,45,51,65,79,1926,525,4.5,17,31,231500,6,170312315006
24,14,22,32,21,23,27,23,32,18,19,37,55,49,57,84,2154,537,1.86,17,31,240500,1,170312405001
23,18,19,25,16,22,24,24,17,28,24,26,47,51,56,70,1949,490,1.81,17,31,810000,1,170318100001
23,26,19,21,31,23,19,23,21,31,29,30,37,38,64,89,839,524,2.3,17,31,810200,6,170318102006
22,17,19,11,36,17,30,23,27,26,22,23,39,48,55,91,515,506,2.36,17,31,810200,5,170318102005
21,16,20,25,26,12,24,30,20,23,28,32,45,45,61,79,1354,507,2.1,17,31,810200,4,170318102004
18,26,22,26,17,32,32,17,18,27,26,25,43,51,48,88,967,516,2.36,17,31,810200,1,170318102001
16,22,33,23,21,27,28,43,18,33,17,25,47,48,63,86,884,550,2.44,17,31,811000,5,170318110005
22,27,18,22,27,25,19,20,24,27,35,27,45,41,59,91,887,529,2.12,17,31,811000,4,170318110004
16,32,18,24,25,20,29,21,18,27,31,28,50,50,53,81,688,523,2.48,17,31,811000,1,170318110001
11,30,10,24,21,24,20,26,21,21,20,24,44,41,59,72,1440,468,2.27,17,31,811600,1,170318116001
2,17,11,27,21,13,24,21,33,27,25,37,46,32,60,79,998,475,3.36,17,31,171000,3,170311710003
24,21,14,24,21,32,27,19,25,26,24,23,40,43,71,77,1129,511,2.93,17,31,171000,4,170311710004
28,22,18,24,26,25,32,26,23,25,20,28,54,47,65,91,1285,554,3.02,17,31,171000,6,170311710006
22,19,22,32,21,31,26,24,23,18,22,20,43,48,65,73,1906,509,3.27,17,31,171000,1,170311710001
22,34,18,29,18,27,24,27,19,14,22,22,47,49,50,90,1336,512,2.72,17,31,171000,5,170311710005
24,15,15,16,20,28,30,22,25,28,13,28,45,50,68,85,1310,512,3.48,17,31,301100,1,170313011001
17,26,20,30,23,16,21,31,20,19,18,32,49,50,74,72,2080,518,4.15,17,31,301600,2,170313016002
21,26,25,24,31,26,12,25,14,26,12,26,44,48,62,71,2433,493,3.42,17,31,301600,1,170313016001
16,18,15,25,23,24,16,15,22,19,20,26,41,44,55,68,1493,447,2.27,17,31,310300,1,170313103001
25,18,9,28,20,23,28,19,23,11,21,27,40,55,46,91,2007,484,1.54,17,31,320100,2,170313201002
15,19,22,24,17,20,27,31,26,21,18,27,51,54,64,73,2109,509,1.38,17,31,320100,3,170313201003
15,14,21,20,19,33,20,25,30,15,19,21,48,55,52,78,3006,485,1.46,17,31,330100,1,170313301001
15,29,24,27,33,27,25,31,17,20,23,19,49,47,61,91,5070,538,1.86,17,31,330100,2,170313301002
30,8,28,22,24,12,26,25,24,24,31,26,41,54,64,68,827,507,2.98,17,31,802801,3,170318028013
18,14,26,20,15,32,28,25,33,31,15,30,44,57,78,93,925,559,3.15,17,31,802801,5,170318028015
22,23,24,25,31,25,24,33,26,25,18,20,46,50,58,84,1456,534,3.04,17,31,802801,2,170318028012
16,24,16,27,20,17,30,28,26,26,25,22,47,50,58,82,1808,514,2.58,17,31,803100,1,170318031001
18,20,17,26,20,29,24,22,26,21,17,30,40,54,62,72,982,498,2.99,17,31,803607,2,170318036072
9,23,22,25,22,28,28,27,33,30,15,21,43,54,52,66,2079,498,2.82,17,31,803607,3,170318036073
25,24,23,29,18,18,29,34,22,31,20,25,44,55,61,103,926,561,3.02,17,31,803607,1,170318036071
22,19,14,24,19,21,28,25,28,19,20,33,44,51,52,89,751,508,2.37,17,31,804606,1,170318046061
29,23,8,22,27,20,29,29,21,26,23,24,52,40,62,79,1015,514,2.44,17,31,804705,3,170318047053
16,21,32,25,24,22,22,17,18,27,20,25,32,42,52,89,1048,484,3.04,17,31,804705,1,170318047051
24,23,23,19,11,25,22,33,23,26,20,24,39,45,62,79,681,498,3.24,17,31,801200,2,170318012002
18,24,24,26,23,24,20,27,20,13,20,20,56,55,90,85,1495,545,2.79,17,31,801400,1,170318014001
25,22,21,28,18,27,29,27,30,21,22,30,45,51,68,92,1522,556,2.65,17,31,801400,2,170318014002
20,13,23,19,22,23,29,16,26,21,10,22,41,57,58,83,663,483,2.63,17,31,801702,4,170318017024
22,23,23,22,15,27,24,23,32,24,26,27,47,37,54,82,1429,508,3.52,17,31,801702,1,170318017021
20,32,13,38,19,21,28,14,23,29,16,24,45,44,65,73,1519,504,2.6,17,31,801702,3,170318017023
19,15,21,20,15,25,24,23,22,20,20,28,47,46,55,88,1282,488,3.07,17,31,801702,2,170318017022
17,24,17,19,21,18,27,23,18,13,21,26,41,57,65,79,1730,486,2.51,17,31,802200,3,170318022003
21,28,28,33,34,24,31,22,27,37,19,34,45,54,61,91,1174,589,3.07,17,31,802200,1,170318022001
23,16,21,21,26,25,24,20,20,34,21,32,47,45,51,85,1391,511,2.69,17,31,802605,3,170318026053
17,27,7,34,27,28,21,34,19,32,25,25,33,37,61,92,1713,519,2.29,17,31,802605,1,170318026051
29,32,19,27,18,27,34,34,26,32,20,26,55,54,65,81,1418,579,1.7,17,31,802605,2,170318026052
19,30,27,22,14,17,21,27,30,18,9,27,44,43,61,73,1446,482,3.48,17,31,802605,4,170318026054
17,24,25,28,24,20,19,26,21,26,15,34,47,45,52,71,813,494,3.04,17,31,803400,3,170318034003
15,31,15,26,22,25,29,27,28,21,23,41,51,43,54,85,660,536,2.5,17,31,803400,2,170318034002
21,23,20,22,22,27,26,29,32,27,27,32,52,55,48,84,1034,547,2.93,17,31,803400,5,170318034005
18,24,15,23,16,17,36,20,26,24,29,28,49,45,68,82,1492,520,2.68,17,31,803400,4,170318034004
18,23,25,22,25,16,29,31,31,23,26,26,46,52,62,73,1302,528,3.16,17,31,824900,1,170318249001
20,23,22,39,18,36,27,28,27,31,28,31,38,51,61,89,1619,569,2.75,17,31,825400,1,170318254001
20,27,11,28,22,30,15,25,27,26,25,26,45,59,58,80,1670,524,2.35,17,31,825400,3,170318254003
17,26,23,31,24,24,20,21,33,17,14,28,41,51,77,82,738,529,2.06,17,31,825501,1,170318255011
18,33,15,29,20,24,27,28,28,17,28,25,40,49,62,86,1411,529,3.29,17,31,826600,1,170318266001
18,12,15,19,32,30,19,25,24,27,21,23,46,42,53,74,770,480,2.55,17,31,826600,4,170318266004
13,33,16,27,21,23,22,28,29,23,14,34,44,40,55,72,935,494,2.23,17,31,826600,5,170318266005
27,16,29,24,24,30,21,21,23,21,25,35,44,44,61,72,573,517,3.17,17,31,826800,4,170318268004
26,17,24,27,22,31,28,31,24,28,33,28,40,41,65,77,1011,542,3.09,17,31,750300,3,170317503003
23,21,25,18,21,27,38,30,13,26,21,33,57,42,70,95,1020,560,2.9,17,31,750400,2,170317504002
28,17,19,27,23,23,25,23,23,18,15,28,52,41,59,86,1381,507,3.18,17,31,804714,3,170318047143
32,17,15,19,23,16,31,20,21,17,27,30,44,36,54,75,1138,477,1.68,17,31,804713,1,170318047131
12,15,18,31,21,37,20,28,23,26,25,29,40,46,53,65,656,489,2.8,17,31,804713,3,170318047133
13,27,21,19,25,24,25,23,33,20,22,22,49,52,59,85,1234,519,3.29,17,31,804714,2,170318047142
7,21,25,30,34,19,23,15,23,28,18,27,41,40,63,66,798,480,2.02,17,31,804714,1,170318047141
19,27,18,35,20,24,22,23,29,28,23,26,52,47,53,84,1310,530,2.76,17,31,804109,1,170318041091
19,13,16,22,20,31,22,30,22,15,11,29,44,44,63,81,1682,482,2.08,17,31,804109,2,170318041092
26,28,23,22,15,28,28,36,14,24,29,32,45,52,69,90,1421,561,1.85,17,31,803702,4,170318037024
19,10,28,19,15,21,22,11,21,25,8,24,47,51,65,91,1311,477,1.74,17,31,62100,3,170310621003
23,23,25,30,21,27,25,22,31,29,12,24,43,59,59,75,1456,528,2.06,17,31,70101,2,170310701012
14,28,27,24,27,21,32,20,16,23,19,38,46,37,62,80,1169,514,1.2,17,31,70101,3,170310701013
21,21,24,21,23,20,23,29,30,21,20,27,39,48,45,69,704,481,1.42,17,31,63301,2,170310633012
11,19,26,28,17,26,23,28,25,17,16,32,43,66,65,69,1100,511,1.57,17,31,63301,1,170310633011
28,20,15,28,20,27,27,19,28,24,16,31,48,52,53,84,898,520,1.41,17,31,70102,3,170310701023
27,15,22,26,19,26,27,23,23,13,19,23,40,42,57,78,665,480,1.38,17,31,63303,2,170310633032
21,32,24,27,26,28,24,26,23,20,29,29,47,54,65,74,1625,549,1.42,17,31,81201,3,170310812013
19,19,27,30,30,23,11,30,25,28,25,31,46,50,64,88,1899,546,1.47,17,31,81201,2,170310812012
25,29,15,24,21,24,19,24,27,24,14,29,37,43,62,93,742,510,1.46,17,31,81202,2,170310812022
13,20,27,26,21,23,26,26,35,29,23,30,40,49,66,92,1110,546,1.77,17,31,81202,3,170310812023
23,17,19,13,28,21,30,20,27,19,14,35,36,56,62,71,905,491,1.96,17,31,81202,4,170310812024
8,30,18,30,21,19,18,26,22,29,18,29,54,40,64,66,844,492,1.63,17,31,31501,1,170310315011
12,15,20,22,21,27,26,34,27,34,24,23,43,59,55,69,1221,511,1.7,17,31,31501,3,170310315013
26,28,18,15,36,28,31,23,28,18,20,24,50,56,71,81,1715,553,1.82,17,31,31502,3,170310315023
10,28,21,24,18,30,19,19,24,12,16,28,52,45,58,81,1112,485,1.73,17,31,31502,2,170310315022
22,15,33,34,17,27,21,25,19,24,28,29,40,44,54,93,881,525,2.03,17,31,40402,2,170310404022
28,13,15,25,28,29,26,34,21,25,24,29,49,41,64,83,1168,534,1.83,17,31,40402,3,170310404023
18,19,16,17,17,20,28,23,29,35,22,28,44,48,50,80,1800,494,3.85,17,31,220702,1,170312207021
23,21,19,24,14,29,24,26,18,20,22,20,43,61,69,92,1144,525,3.17,17,31,220702,4,170312207024
12,21,21,37,21,27,25,24,31,20,14,29,44,45,69,85,810,525,2.72,17,31,220702,2,170312207022
26,26,14,29,23,31,29,27,19,25,15,36,47,35,51,88,1366,521,2.13,17,31,842300,1,170318423001
20,17,15,17,26,24,23,26,17,21,27,17,45,43,62,89,2133,489,2.14,17,31,842300,2,170318423002
30,16,18,31,23,16,17,26,23,26,14,29,42,55,63,77,1049,506,2.63,17,31,843700,1,170318437001
23,21,17,31,21,17,20,23,23,15,29,29,30,52,65,86,836,502,4.1,17,31,834900,1,170318349001
25,21,18,23,16,29,19,25,23,22,13,33,43,48,54,85,1315,497,3.17,17,31,835000,3,170318350003
20,35,24,30,16,17,26,22,31,21,17,31,38,52,62,88,1869,530,2.8,17,31,824601,4,170318246014
19,19,24,23,14,34,21,32,14,29,25,21,57,38,60,82,2142,512,2.98,17,31,827600,2,170318276002
12,19,18,24,28,33,21,24,22,25,18,34,34,49,72,81,976,514,2.69,17,31,824601,2,170318246012
30,21,21,16,30,29,22,34,27,31,26,28,42,50,64,83,969,554,3.06,17,31,824601,3,170318246013
22,22,31,26,22,27,29,29,24,25,25,22,47,52,58,79,2444,540,2.87,17,31,824702,3,170318247023
16,16,20,26,25,20,28,20,30,19,19,29,46,51,75,89,1530,529,3.44,17,31,200200,2,170312002002
28,23,17,20,22,27,22,25,25,17,24,27,42,45,58,84,1520,506,3.41,17,31,200200,4,170312002004
24,22,21,26,25,20,23,28,23,24,21,33,47,41,45,76,837,499,2.51,17,31,221400,1,170312214001
13,21,15,26,23,24,33,29,20,31,22,30,50,44,63,85,761,529,2.06,17,31,221400,2,170312214002
17,28,17,21,20,26,24,11,24,20,18,29,44,49,47,75,1170,470,3.94,17,31,230300,1,170312303001
30,21,15,21,28,20,33,26,33,24,18,29,40,43,56,90,1266,527,2.39,17,31,828000,1,170318280001
16,15,19,23,22,25,15,29,21,32,17,28,45,46,61,82,1544,496,2.35,17,31,828000,3,170318280003
24,24,11,29,27,31,20,24,28,31,28,21,45,57,58,82,1486,540,2.63,17,31,828000,4,170318280004
15,14,18,31,20,21,15,22,30,13,23,43,49,40,59,78,1075,491,1.83,17,31,828202,3,170318282023
16,26,19,23,14,35,32,20,23,24,19,33,39,49,59,83,1005,514,2.54,17,31,828202,1,170318282021
7,22,20,25,19,23,25,13,29,23,28,30,50,39,62,73,663,488,1.9,17,31,829302,1,170318293021
15,22,26,27,21,15,22,25,28,26,19,26,43,38,52,66,1946,471,3.72,17,31,813302,2,170318133022
18,17,17,23,25,25,29,29,26,17,23,32,56,47,62,69,2235,515,3.62,17,31,838700,1,170318387001
19,16,24,28,23,26,26,29,26,30,16,29,54,57,60,72,1457,535,3.6,17,31,841500,1,170318415001
15,15,14,16,22,24,32,15,29,23,23,25,55,49,73,86,1323,516,2.85,17,31,807400,2,170318074002
13,17,20,34,27,33,21,23,34,19,22,21,46,49,49,86,1016,514,4.16,17,31,807400,4,170318074004
17,24,33,25,18,22,19,19,24,24,9,31,42,48,63,80,2583,498,3.08,17,31,807400,3,170318074003
27,21,25,22,28,24,19,17,31,25,14,27,46,50,68,78,748,522,3.13,17,31,807400,1,170318074001
19,18,26,28,28,32,28,30,26,30,16,29,44,50,64,75,1166,543,3.43,17,31,807400,5,170318074005
15,19,31,26,25,30,22,26,19,23,14,35,41,44,51,75,1117,496,2.86,17,31,151002,1,170311510021
24,19,13,30,18,27,28,26,17,15,26,23,42,46,75,96,1251,525,3.07,17,31,151002,2,170311510022
17,17,27,27,26,20,20,27,23,24,21,18,50,52,68,86,1083,523,3.03,17,31,160602,2,170311606022
12,14,18,22,33,25,30,22,20,27,15,25,50,52,61,87,1590,513,2.43,17,31,160602,3,170311606023
15,21,15,22,23,26,25,24,18,27,19,37,46,47,65,79,1608,509,3.24,17,31,160502,3,170311605023
21,23,18,30,27,21,20,22,25,28,17,22,39,53,63,75,896,504,3.59,17,31,160502,1,170311605021
20,18,20,22,22,26,22,22,27,10,23,30,47,54,62,67,583,492,2.82,17,31,840300,1,170318403001
24,18,25,18,27,33,25,25,22,21,28,22,44,55,60,92,1034,539,3.73,17,31,840300,2,170318403002
12,21,23,32,17,28,26,26,29,24,34,26,47,42,59,84,755,530,1.77,17,31,81300,6,170310813006
21,20,19,31,29,17,20,21,23,18,19,29,39,49,59,100,840,514,1.54,17,31,30800,3,170310308003
19,26,19,30,29,23,28,23,28,19,15,25,57,41,62,84,824,528,3.06,17,31,804710,4,170318047104
19,24,32,18,22,21,30,30,23,15,22,25,49,52,58,84,1074,524,2.09,17,31,30800,2,170310308002
26,14,16,26,21,27,24,21,27,30,24,20,40,49,54,91,1300,510,2.33,17,31,30800,4,170310308004
26,19,17,29,16,23,26,22,36,30,23,28,44,48,65,78,1116,530,3.02,17,31,50500,4,170310505004
24,15,20,29,19,30,26,25,27,28,25,30,47,43,60,84,585,532,1.71,17,31,50500,3,170310505003
22,26,16,27,20,24,28,29,30,23,20,24,47,62,69,69,1215,536,2.59,17,31,50500,5,170310505005
15,24,17,42,18,36,31,29,28,31,17,28,44,50,57,89,1765,556,4.43,17,31,630400,1,170316304001
23,26,20,24,14,24,23,28,14,26,21,29,42,63,52,88,1661,517,4.45,17,31,630400,2,170316304002
15,13,24,11,10,26,19,32,32,26,11,37,45,55,65,94,511,515,3.7,17,31,670300,1,170316703001
8,17,17,27,25,25,24,16,27,28,17,29,48,45,82,89,418,524,2.12,17,31,681000,3,170316810003
25,21,20,29,8,22,13,24,30,14,4,24,37,44,68,86,1259,469,2.46,17,31,681000,4,170316810004
26,20,10,19,9,19,18,20,16,16,22,26,40,43,58,80,852,442,2.43,17,31,710200,2,170317102002
21,20,19,24,17,22,23,22,28,30,20,30,39,44,53,78,1271,490,3.41,17,31,710200,3,170317102003
24,18,15,28,22,22,22,22,20,21,10,25,49,58,59,86,962,501,3.94,17,31,710200,4,170317102004
19,22,23,29,19,20,25,17,19,24,26,23,45,44,63,75,2761,493,2.9,17,31,804701,4,170318047014
25,27,28,20,26,26,19,18,22,10,17,35,40,41,59,86,975,499,3.24,17,31,804706,2,170318047062
26,19,26,31,32,27,21,27,21,30,24,31,43,43,59,83,1531,543,3.43,17,31,804706,1,170318047061
15,17,18,25,20,28,20,18,23,24,19,21,44,48,60,101,795,501,2.94,17,31,814100,3,170318141003
