B19001_002E,B19001_003E,B19001_004E,B19001_005E,B19001_006E,B19001_007E,B19001_008E,B19001_009E,B19001_010E,B19001_011E,B19001_012E,B19001_013E,B19001_014E,B19001_015E,B19001_016E,B19001_017E,B01003_001E,B19001_001E,B25010_001E,state,county,tract,block group,GEOID
55,0,26,79,73,0,12,49,12,25,62,34,104,18,45,101,1397,695,1.86,17,031,801608,2,170318016082
0,47,42,0,40,41,18,35,68,101,136,145,86,81,50,80,2111,970,2.16,17,031,801901,1,170318019011
17,21,44,28,24,32,9,16,48,35,33,104,57,31,24,57,1413,580,2.44,17,031,801901,2,170318019012
152,41,63,29,19,37,15,7,22,56,29,53,38,0,14,23,1226,598,1.78,17,031,802402,3,170318024023
22,0,13,95,20,66,0,0,10,12,30,20,16,26,32,0,1302,362,3.6,17,031,802402,4,170318024024
0,31,13,14,30,18,24,0,18,45,52,78,18,67,84,28,1269,520,2.44,17,031,802402,2,170318024022
6,0,0,0,8,9,8,0,0,7,26,48,27,55,93,111,1181,398,2.97,17,031,807900,3,170318079003
18,9,16,0,8,28,0,0,21,32,38,78,68,33,73,47,1465,469,3.12,17,031,807900,1,170318079001
25,38,17,12,34,0,0,0,0,83,35,20,44,18,0,12,739,338,2.19,17,031,824602,5,170318246025
82,14,0,24,39,43,23,0,40,56,33,66,61,30,56,11,1795,578,3.11,17,031,824602,2,170318246022
61,0,25,47,36,30,0,14,12,228,165,68,57,38,48,24,1994,853,2.34,17,031,824602,3,170318246023
35,0,40,21,82,17,80,86,17,17,55,42,23,71,96,45,2172,727,2.98,17,031,825802,3,170318258023
71,0,78,49,0,31,74,93,12,69,56,51,65,16,0,0,1837,665,2.76,17,031,825802,1,170318258021
70,11,27,80,0,0,42,0,16,38,0,40,0,0,0,3,917,327,2.8,17,031,827600,1,170318276001
27,69,2,18,48,21,75,0,29,27,55,12,15,0,18,10,988,426,2.24,17,031,804405,2,170318044052
46,77,56,85,50,6,5,10,25,56,70,121,52,21,27,72,2469,779,3.17,17,031,804508,1,170318045081
9,7,0,24,8,0,12,6,36,13,43,28,43,43,83,57,1150,412,2.79,17,031,804506,1,170318045061
20,8,9,20,0,9,0,6,10,0,54,74,78,96,14,62,1276,460,2.64,17,031,804506,2,170318045062
0,42,0,46,14,47,35,15,31,60,74,115,79,29,56,0,1072,643,1.67,17,031,804308,3,170318043083
0,44,60,15,0,0,58,0,41,87,115,253,126,57,52,73,1765,981,1.8,17,031,804308,1,170318043081
25,57,8,155,53,0,13,31,8,0,15,0,0,14,0,0,1480,379,3.91,17,031,301702,2,170313017022
33,18,38,12,31,18,33,0,0,9,26,38,18,0,0,0,1061,274,3.87,17,031,301702,1,170313017021
33,59,40,57,35,50,35,63,10,35,85,111,0,0,10,0,1907,623,3.05,17,031,700301,3,170317003013
11,15,45,9,0,70,74,9,18,36,20,0,14,0,0,0,1197,321,3.73,17,031,301801,1,170313018011
97,18,90,124,21,78,99,116,0,19,9,48,8,0,10,0,3049,737,4.13,17,031,301801,2,170313018012
30,62,46,8,31,15,5,0,0,16,26,39,21,23,0,0,664,322,2.06,17,031,490902,3,170314909023
7,0,18,53,15,0,48,43,0,53,36,85,0,17,8,0,1113,383,2.91,17,031,490902,4,170314909024
123,51,8,19,8,43,15,20,55,31,70,20,0,0,16,0,1185,479,2.47,17,031,490901,3,170314909013
0,43,9,53,21,27,19,0,0,25,0,28,25,0,0,11,1050,261,4.01,17,031,300900,3,170313009003
75,44,37,22,68,0,0,30,0,32,43,28,20,10,0,0,1872,409,4.58,17,031,301100,2,170313011002
53,17,43,79,10,58,53,31,25,45,26,0,0,0,0,0,1862,440,4.19,17,031,301200,3,170313012003
0,10,0,14,19,13,0,14,8,35,94,110,45,11,25,40,1024,438,2.34,17,031,803015,3,170318030153
0,0,0,13,11,0,11,0,13,11,76,81,21,66,10,29,982,342,2.87,17,031,802608,3,170318026083
29,36,23,48,47,48,51,55,13,188,151,85,105,53,11,19,1674,962,1.74,17,031,802608,1,170318026081
0,22,26,17,12,13,0,0,0,20,56,164,151,56,39,115,1962,691,2.84,17,031,803013,2,170318030132
79,49,106,74,108,16,94,106,63,27,98,93,26,54,50,30,2178,1073,2.03,17,031,803013,1,170318030131
107,26,14,33,115,58,43,71,25,192,83,47,87,0,60,0,2383,961,2.45,17,031,802404,2,170318024042
11,0,0,30,11,39,77,0,13,0,39,18,43,13,44,14,1018,352,2.89,17,031,802404,3,170318024043
0,33,66,20,0,26,20,0,50,21,78,64,8,12,5,0,1153,403,2.86,17,031,140302,1,170311403021
5,0,0,33,22,0,28,50,0,8,107,104,63,52,0,7,1517,479,3.17,17,031,140302,2,170311403022
66,45,0,0,19,27,55,26,11,53,58,10,31,8,14,0,1196,423,2.83,17,031,150402,2,170311504022
46,0,23,32,0,0,0,0,14,8,35,28,18,0,20,0,570,224,2.54,17,031,150402,1,170311504021
12,0,22,0,0,9,0,23,0,0,47,16,46,0,0,0,396,175,2.23,17,031,110501,4,170311105014
14,10,0,0,7,19,50,37,2,7,17,83,56,14,40,41,1053,397,2.65,17,031,110501,1,170311105011
0,33,10,0,9,0,6,12,26,17,7,0,18,49,1,0,433,188,2.26,17,031,110501,5,170311105015
0,129,9,29,0,55,44,33,0,27,120,137,37,28,23,11,2148,682,3.15,17,031,110501,3,170311105013
198,29,99,69,46,87,70,82,55,31,75,26,21,57,33,23,2468,1001,2.46,17,031,010502,2,170310105022
51,12,28,41,24,21,0,26,0,38,6,70,0,0,0,0,691,317,1.91,17,031,010503,2,170310105032
95,56,86,8,0,0,19,55,0,42,8,22,6,0,0,9,1099,406,2.71,17,031,010702,4,170310107024
65,25,0,80,10,11,76,0,33,9,34,62,41,73,13,17,1499,549,2.73,17,031,010702,1,170310107021
54,6,112,40,5,43,0,0,0,17,25,48,23,36,0,0,1492,409,3.48,17,031,010702,2,170310107022
234,75,63,62,40,36,30,9,34,34,17,17,38,35,0,0,1064,724,1.47,17,031,010501,3,170310105013
77,83,32,65,44,33,19,35,25,63,73,50,24,27,11,16,1842,677,2.72,17,031,806104,3,170318061043
58,46,0,29,44,82,80,85,65,38,95,39,44,0,0,0,1875,705,2.66,17,031,806104,1,170318061041
0,0,16,40,8,17,11,0,0,35,70,34,41,31,0,5,868,308,2.82,17,031,770601,3,170317706013
0,8,4,18,1,8,10,38,0,23,59,115,41,18,5,0,1158,348,3.32,17,031,770601,1,170317706011
0,26,0,0,16,11,9,0,0,37,145,68,57,37,21,18,1371,445,3.08,17,031,770602,3,170317706023
7,26,0,0,15,0,11,38,3,41,42,51,29,18,8,14,916,303,3.02,17,031,220601,2,170312206012
0,0,16,37,26,0,51,29,27,49,32,0,26,0,5,0,1066,298,3.58,17,031,210502,3,170312105023
68,81,0,93,37,28,26,26,37,52,30,68,8,7,11,0,1879,572,3.27,17,031,210502,1,170312105021
32,140,14,12,142,32,58,7,13,42,31,49,51,0,7,0,1964,630,3.12,17,031,210502,2,170312105022
8,28,0,31,0,8,0,0,0,24,0,31,28,22,0,9,329,189,1.74,17,031,220602,1,170312206021
0,0,9,21,9,27,0,0,0,0,0,0,82,42,55,0,658,245,2.69,17,031,220602,2,170312206022
0,0,0,0,0,30,37,28,0,101,0,10,0,46,0,0,703,252,2.79,17,031,220602,5,170312206025
161,92,0,32,22,59,88,12,46,27,66,9,26,11,0,18,1102,669,1.63,17,031,220602,3,170312206023
68,53,21,43,25,28,40,9,0,106,58,74,0,17,17,0,1342,559,2.4,17,031,210602,1,170312106021
98,56,52,42,0,0,43,15,8,15,0,14,5,10,0,0,1056,358,2.95,17,031,220901,1,170312209011
22,0,24,20,32,0,43,50,47,0,13,34,0,17,0,9,1342,311,4.32,17,031,220901,3,170312209013
32,39,33,23,35,14,23,46,47,14,60,51,30,5,81,27,2022,560,3.61,17,031,220902,2,170312209022
0,0,29,54,42,0,39,9,14,19,0,41,25,0,0,0,954,272,3.51,17,031,200401,1,170312004011
16,0,16,76,24,35,49,27,29,20,71,69,35,9,53,0,2212,529,4.18,17,031,160501,2,170311605012
64,30,86,9,35,100,53,52,85,67,39,41,49,15,36,36,2286,797,2.87,17,031,160501,1,170311605011
10,0,0,10,0,6,0,0,9,37,30,72,35,27,77,0,1427,313,3.96,17,031,804509,2,170318045092
74,9,11,0,0,27,0,9,0,60,27,50,86,21,29,15,1601,418,3.83,17,031,804509,4,170318045094
85,57,21,45,44,13,21,24,23,116,35,277,141,211,256,76,3762,1445,2.6,17,031,804507,3,170318045073
32,20,49,18,87,0,38,37,31,25,130,371,110,175,199,218,4666,1540,3.02,17,031,804403,3,170318044033
0,0,17,15,0,0,70,37,14,16,14,70,72,25,71,51,1248,472,2.29,17,031,820101,7,170318201017
106,39,53,21,34,0,20,67,54,107,65,75,26,8,0,48,1371,723,1.89,17,031,830006,1,170318300061
27,17,8,10,0,20,16,22,8,92,32,44,26,10,3,0,892,335,2.66,17,031,830006,2,170318300062
46,71,17,36,16,82,20,12,92,99,255,189,114,67,68,29,2829,1213,2.33,17,031,830201,2,170318302012
19,13,18,14,40,0,6,22,32,22,62,51,48,17,20,9,919,393,2.34,17,031,220500,3,170312205003
16,8,14,35,7,9,0,43,7,24,61,61,22,32,37,0,814,376,2.16,17,031,220500,2,170312205002
23,0,53,22,64,60,25,35,11,19,34,64,66,21,5,3,1529,505,3.03,17,031,222700,2,170312227002
51,41,34,18,9,0,23,0,36,34,23,0,0,0,0,0,629,269,2.34,17,031,231200,5,170312312005
36,73,9,44,43,20,0,11,34,49,9,14,24,0,0,0,1393,366,3.76,17,031,231200,4,170312312004
30,48,36,17,15,0,0,10,0,0,14,0,16,0,0,0,450,186,2.42,17,031,231200,3,170312312003
80,27,66,32,0,0,0,15,0,29,0,0,5,0,0,0,856,254,3.37,17,031,231500,1,170312315001
77,30,0,0,58,71,0,0,30,26,0,12,0,0,0,0,884,304,2.91,17,031,231500,4,170312315004
162,32,13,91,14,0,0,29,14,0,0,0,0,0,34,0,1291,389,3.08,17,031,231500,2,170312315002
32,60,0,30,54,36,30,58,29,16,31,52,0,0,0,0,1926,428,4.5,17,031,231500,6,170312315006
44,18,18,16,39,0,0,59,9,82,88,119,176,77,226,188,2154,1159,1.86,17,031,240500,1,170312405001
111,15,99,12,74,0,21,26,69,62,109,215,62,54,88,61,1949,1078,1.81,17,031,810000,1,170318100001
0,0,30,43,0,0,10,44,13,29,25,108,14,36,0,12,839,364,2.3,17,031,810200,6,170318102006
45,0,0,0,0,0,13,0,10,14,0,32,71,33,0,0,515,218,2.36,17,031,810200,5,170318102005
29,45,65,43,0,27,13,36,45,83,93,89,39,25,13,0,1354,645,2.1,17,031,810200,4,170318102004
0,0,51,55,74,24,31,17,0,15,14,50,71,0,7,0,967,409,2.36,17,031,810200,1,170318102001
9,0,9,39,0,24,0,0,36,27,35,66,39,17,28,34,884,363,2.44,17,031,811000,5,170318110005
26,27,18,0,18,31,0,8,36,9,48,88,44,19,27,19,887,418,2.12,17,031,811000,4,170318110004
8,54,0,8,0,0,9,9,18,20,49,46,19,20,7,10,688,277,2.48,17,031,811000,1,170318110001
67,0,135,26,47,0,14,76,82,26,45,52,33,32,0,0,1440,635,2.27,17,031,811600,1,170318116001
0,24,0,57,0,10,0,62,12,13,15,12,22,13,0,57,998,297,3.36,17,031,171000,3,170311710003
0,61,46,0,0,27,7,0,16,11,56,85,52,13,11,0,1129,385,2.93,17,031,171000,4,170311710004
0,9,13,43,25,28,53,76,0,0,49,70,47,0,13,0,1285,426,3.02,17,031,171000,6,170311710006
34,0,25,33,0,0,48,0,14,114,47,94,80,80,0,13,1906,582,3.27,17,031,171000,1,170311710001
16,0,80,16,0,0,23,36,43,0,19,90,74,9,68,12,1336,486,2.72,17,031,171000,5,170311710005
46,20,18,34,72,9,31,9,35,26,34,29,0,13,0,0,1310,376,3.48,17,031,301100,1,170313011001
0,63,26,47,71,34,59,42,16,75,0,43,0,0,0,25,2080,501,4.15,17,031,301600,2,170313016002
95,61,159,45,93,31,0,40,81,23,14,0,29,36,0,0,2433,707,3.42,17,031,301600,1,170313016001
101,28,35,13,21,39,49,10,31,46,43,89,79,31,36,8,1493,659,2.27,17,031,310300,1,170313103001
214,0,0,0,28,111,44,98,56,45,37,109,221,11,182,144,2007,1300,1.54,17,031,320100,2,170313201002
86,192,0,54,0,0,11,0,100,46,60,15,181,161,127,477,2109,1510,1.38,17,031,320100,3,170313201003
149,75,13,0,43,45,111,8,15,339,284,221,166,219,114,261,3006,2063,1.46,17,031,330100,1,170313301001
80,0,85,14,86,0,36,253,148,237,368,379,278,101,297,261,5070,2623,1.86,17,031,330100,2,170313301002
0,10,7,0,0,7,0,0,0,21,79,23,14,10,54,48,827,273,2.98,17,031,802801,3,170318028013
0,8,0,8,10,0,18,16,0,18,12,50,47,53,21,33,925,294,3.15,17,031,802801,5,170318028015
35,0,7,75,0,0,22,34,23,9,40,14,65,68,50,37,1456,479,3.04,17,031,802801,2,170318028012
26,11,23,0,19,7,38,42,0,17,90,71,130,90,78,55,1808,697,2.58,17,031,803100,1,170318031001
9,0,0,10,0,9,11,25,0,18,6,46,90,47,33,21,982,325,2.99,17,031,803607,2,170318036072
0,0,0,9,9,23,8,27,18,34,48,124,215,62,144,15,2079,736,2.82,17,031,803607,3,170318036073
0,0,10,0,0,12,0,12,22,9,62,12,70,31,44,23,926,307,3.02,17,031,803607,1,170318036071
0,0,30,0,0,16,22,0,0,0,59,33,53,16,31,51,751,311,2.37,17,031,804606,1,170318046061
47,6,0,17,15,22,14,26,6,50,9,77,40,36,10,41,1015,416,2.44,17,031,804705,3,170318047053
14,0,0,0,19,0,9,0,15,15,24,61,66,15,47,60,1048,345,3.04,17,031,804705,1,170318047051
37,0,0,0,0,0,0,0,0,0,6,7,0,12,11,137,681,210,3.24,17,031,801200,2,170318012002
0,10,19,36,0,0,11,13,10,22,44,55,52,43,101,119,1495,535,2.79,17,031,801400,1,170318014001
9,47,10,0,9,25,7,9,0,46,68,64,93,66,73,48,1522,574,2.65,17,031,801400,2,170318014002
17,0,0,17,9,0,0,0,0,8,40,0,25,41,7,88,663,252,2.63,17,031,801702,4,170318017024
7,8,10,0,8,0,0,9,0,0,18,27,39,47,111,122,1429,406,3.52,17,031,801702,1,170318017021
53,18,11,0,32,36,26,7,16,22,76,30,27,53,76,102,1519,585,2.6,17,031,801702,3,170318017023
12,7,20,0,0,11,9,0,0,24,31,67,58,16,45,118,1282,418,3.07,17,031,801702,2,170318017022
15,26,14,6,14,61,8,32,8,33,38,68,39,72,78,176,1730,688,2.51,17,031,802200,3,170318022003
0,0,0,38,8,8,0,10,0,0,15,27,14,17,49,196,1174,382,3.07,17,031,802200,1,170318022001
15,0,15,0,32,0,0,0,0,0,26,138,68,89,76,59,1391,518,2.69,17,031,802605,3,170318026053
47,0,16,16,0,41,0,20,49,87,161,57,0,40,117,85,1713,736,2.29,17,031,802605,1,170318026051
0,16,43,56,50,129,45,32,17,95,103,89,27,54,34,0,1418,790,1.7,17,031,802605,2,170318026052
0,0,0,0,11,0,34,19,0,16,48,124,31,62,54,16,1446,415,3.48,17,031,802605,4,170318026054
0,0,0,46,0,0,0,25,0,0,25,0,15,60,45,51,813,267,3.04,17,031,803400,3,170318034003
10,0,0,0,0,0,15,0,14,0,24,52,16,26,16,88,660,261,2.5,17,031,803400,2,170318034002
0,16,0,13,19,0,0,0,0,20,29,81,27,13,15,120,1034,353,2.93,17,031,803400,5,170318034005
12,0,0,48,27,12,0,12,11,33,14,76,39,58,173,42,1492,557,2.68,17,031,803400,4,170318034004
35,31,45,7,16,18,38,25,8,20,73,48,48,0,0,0,1302,412,3.16,17,031,824900,1,170318249001
13,0,48,39,0,13,0,0,18,13,125,59,97,133,30,0,1619,588,2.75,17,031,825400,1,170318254001
35,43,13,31,0,37,41,14,26,69,51,108,53,55,92,0,1670,668,2.35,17,031,825400,3,170318254003
31,39,56,36,18,19,27,43,8,28,24,0,8,13,8,0,738,358,2.06,17,031,825501,1,170318255011
172,0,10,0,25,0,11,25,22,9,30,58,19,48,0,0,1411,429,3.29,17,031,826600,1,170318266001
96,21,25,8,9,0,11,18,0,36,26,52,0,0,0,0,770,302,2.55,17,031,826600,4,170318266004
58,29,0,0,30,22,23,36,10,60,79,34,11,0,27,0,935,419,2.23,17,031,826600,5,170318266005
0,0,0,41,12,0,17,23,26,21,14,0,0,0,0,27,573,181,3.17,17,031,826800,4,170318268004
0,0,24,13,0,0,14,6,40,28,8,48,41,13,76,16,1011,327,3.09,17,031,750300,3,170317503003
0,24,0,0,28,0,22,19,0,0,40,116,14,0,31,58,1020,352,2.9,17,031,750400,2,170317504002
0,0,21,0,0,8,40,0,23,30,0,51,132,24,56,49,1381,434,3.18,17,031,804714,3,170318047143
11,0,28,16,27,21,0,71,32,82,59,165,76,0,91,0,1138,679,1.68,17,031,804713,1,170318047131
0,17,0,0,0,0,0,0,0,15,29,28,33,39,73,0,656,234,2.8,17,031,804713,3,170318047133
0,0,33,0,12,0,8,43,0,0,74,66,25,34,64,16,1234,375,3.29,17,031,804714,2,170318047142
0,12,0,15,26,12,7,29,10,37,71,33,43,65,11,25,798,396,2.02,17,031,804714,1,170318047141
0,16,8,0,8,8,0,0,0,9,62,53,69,46,56,102,1310,437,2.76,17,031,804109,1,170318041091
61,101,9,34,27,22,43,9,0,82,17,144,51,43,29,82,1682,754,2.08,17,031,804109,2,170318041092
43,0,12,86,17,98,42,50,0,91,0,86,113,69,29,33,1421,769,1.85,17,031,803702,4,170318037024
73,44,0,16,33,8,37,18,0,54,50,78,103,90,52,94,1311,750,1.74,17,031,062100,3,170310621003
30,11,48,11,45,10,36,32,25,23,43,126,24,49,27,166,1456,706,2.06,17,031,070101,2,170310701012
264,161,38,0,0,76,13,90,41,88,61,23,74,13,0,35,1169,977,1.2,17,031,070101,3,170310701013
62,0,11,46,12,0,9,40,24,118,96,42,0,9,10,17,704,496,1.42,17,031,063301,2,170310633012
43,84,30,27,55,0,77,47,0,23,76,65,68,74,10,20,1100,699,1.57,17,031,063301,1,170310633011
7,0,9,15,9,7,18,59,28,43,75,169,59,31,17,21,898,567,1.41,17,031,070102,3,170310701023
15,0,7,15,7,6,14,0,10,69,36,118,71,8,49,58,665,483,1.38,17,031,063303,2,170310633032
41,150,80,34,41,15,59,0,0,120,201,97,111,68,61,69,1625,1147,1.42,17,031,081201,3,170310812013
76,20,42,0,0,68,18,57,23,154,115,64,58,17,104,285,1899,1101,1.47,17,031,081201,2,170310812012
0,0,10,25,21,7,61,21,7,8,75,121,20,22,26,85,742,509,1.46,17,031,081202,2,170310812022
19,0,8,15,58,76,29,32,28,34,39,48,132,0,58,52,1110,628,1.77,17,031,081202,3,170310812023
4,8,9,0,0,43,0,18,11,27,20,29,55,14,111,112,905,461,1.96,17,031,081202,4,170310812024
62,91,37,6,64,14,18,0,9,13,7,13,58,0,6,0,844,398,1.63,17,031,031501,1,170310315011
178,31,20,14,8,21,7,49,31,42,6,55,7,0,9,18,1221,496,1.7,17,031,031501,3,170310315013
245,111,138,111,47,23,13,35,17,23,31,55,61,0,10,0,1715,920,1.82,17,031,031502,3,170310315023
193,53,112,10,23,11,16,0,34,30,35,62,9,14,11,30,1112,643,1.73,17,031,031502,2,170310315022
0,0,0,0,12,0,13,20,35,24,156,128,12,21,0,13,881,434,2.03,17,031,040402,2,170310404022
32,12,34,54,0,39,73,9,14,0,102,45,56,29,62,79,1168,640,1.83,17,031,040402,3,170310404023
33,66,42,22,15,44,0,16,35,25,90,49,20,4,0,0,1800,461,3.85,17,031,220702,1,170312207021
37,10,75,26,31,0,0,19,18,52,14,48,10,0,11,10,1144,361,3.17,17,031,220702,4,170312207024
16,31,28,35,39,17,31,8,0,38,17,23,0,0,15,0,810,298,2.72,17,031,220702,2,170312207022
75,18,31,23,48,8,8,5,29,37,26,41,116,70,48,59,1366,642,2.13,17,031,842300,1,170318423001
31,6,26,0,23,11,18,5,60,58,36,75,74,59,124,344,2133,950,2.14,17,031,842300,2,170318423002
58,25,11,12,0,21,0,9,21,12,32,60,36,0,15,87,1049,399,2.63,17,031,843700,1,170318437001
48,29,7,10,5,22,16,12,0,20,0,21,9,0,0,5,836,204,4.1,17,031,834900,1,170318349001
57,17,60,19,62,44,18,19,0,49,40,16,12,0,0,0,1315,413,3.17,17,031,835000,3,170318350003
53,0,40,8,74,0,37,47,15,50,58,127,90,31,38,0,1869,668,2.8,17,031,824601,4,170318246014
161,75,12,33,5,103,9,48,23,73,32,120,24,0,0,0,2142,718,2.98,17,031,827600,2,170318276002
17,0,9,9,9,0,32,18,10,46,66,51,13,24,26,33,976,363,2.69,17,031,824601,2,170318246012
0,9,11,0,0,10,10,9,10,22,70,62,64,21,10,8,969,316,3.06,17,031,824601,3,170318246013
11,33,51,10,16,50,66,64,21,54,112,201,114,32,18,0,2444,853,2.87,17,031,824702,3,170318247023
47,9,34,19,81,21,24,28,32,46,63,33,8,0,0,0,1530,445,3.44,17,031,200200,2,170312002002
24,67,55,7,0,33,55,9,14,19,52,63,33,0,0,15,1520,446,3.41,17,031,200200,4,170312002004
0,41,3,24,33,22,10,14,0,51,77,17,18,6,7,11,837,334,2.51,17,031,221400,1,170312214001
72,0,11,0,9,15,0,0,9,0,58,76,41,22,56,0,761,369,2.06,17,031,221400,2,170312214002
29,18,37,34,12,0,13,24,7,7,27,71,14,0,4,0,1170,297,3.94,17,031,230300,1,170312303001
12,6,29,64,24,31,51,46,30,18,63,84,13,16,42,0,1266,529,2.39,17,031,828000,1,170318280001
166,8,29,38,62,8,20,19,20,88,26,12,41,27,17,47,1544,628,2.35,17,031,828000,3,170318280003
8,24,18,0,42,35,34,9,107,60,50,96,66,0,9,8,1486,566,2.63,17,031,828000,4,170318280004
74,98,90,79,10,16,0,106,12,55,13,0,9,0,25,0,1075,587,1.83,17,031,828202,3,170318282023
0,5,14,0,27,32,33,21,9,29,40,88,55,6,12,24,1005,395,2.54,17,031,828202,1,170318282021
166,11,10,34,13,37,20,0,47,0,0,11,0,0,0,0,663,349,1.9,17,031,829302,1,170318293021
81,16,3,41,33,17,72,30,69,12,30,59,17,33,10,0,1946,523,3.72,17,031,813302,2,170318133022
225,60,72,37,0,28,64,9,27,0,96,0,0,0,0,0,2235,618,3.62,17,031,838700,1,170318387001
130,62,10,29,49,19,4,10,18,0,15,22,14,5,9,9,1457,405,3.6,17,031,841500,1,170318415001
20,0,48,0,11,11,11,24,0,61,47,27,119,28,26,32,1323,465,2.85,17,031,807400,2,170318074002
20,39,12,10,0,13,0,0,0,83,22,0,24,8,0,12,1016,243,4.16,17,031,807400,4,170318074004
45,49,68,72,104,9,59,37,38,66,78,152,54,0,7,0,2583,838,3.08,17,031,807400,3,170318074003
12,9,15,0,9,10,0,12,0,0,44,44,42,12,29,0,748,238,3.13,17,031,807400,1,170318074001
10,12,12,14,0,0,9,12,74,0,46,51,25,0,12,61,1166,338,3.43,17,031,807400,5,170318074005
35,42,10,0,33,44,44,9,14,50,84,17,9,0,0,0,1117,391,2.86,17,031,151002,1,170311510021
10,7,0,8,43,16,16,35,54,23,16,58,48,74,0,0,1251,408,3.07,17,031,151002,2,170311510022
0,16,41,0,24,65,15,19,0,42,39,47,23,11,15,0,1083,357,3.03,17,031,160602,2,170311606022
50,35,8,58,43,28,27,39,64,78,76,68,36,0,28,17,1590,655,2.43,17,031,160602,3,170311606023
28,31,0,31,28,0,0,53,27,100,34,82,36,7,9,30,1608,496,3.24,17,031,160502,3,170311605023
35,8,0,0,0,0,22,13,44,29,0,24,52,0,22,0,896,249,3.59,17,031,160502,1,170311605021
17,13,12,11,21,36,0,12,0,31,5,13,14,11,11,0,583,207,2.82,17,031,840300,1,170318403001
32,0,9,2,17,13,25,8,10,40,45,43,9,24,0,0,1034,277,3.73,17,031,840300,2,170318403002
0,0,25,0,14,0,0,16,0,0,27,52,46,28,66,152,755,426,1.77,17,031,081300,6,170310813006
93,0,20,36,30,21,0,0,0,12,139,40,15,14,72,52,840,544,1.54,17,031,030800,3,170310308003
0,0,7,8,26,0,0,8,44,15,35,47,14,32,27,6,824,269,3.06,17,031,804710,4,170318047104
0,0,0,0,11,17,46,15,14,11,30,58,46,82,74,43,1074,447,2.09,17,031,030800,2,170310308002
13,27,0,75,27,13,0,0,0,101,62,12,44,28,32,124,1300,558,2.33,17,031,030800,4,170310308004
0,0,8,0,44,0,13,0,0,14,52,33,36,15,67,88,1116,370,3.02,17,031,050500,4,170310505004
46,0,17,0,0,0,0,0,0,28,36,23,83,14,22,73,585,342,1.71,17,031,050500,3,170310505003
0,0,0,13,0,13,0,65,16,41,26,179,0,40,13,64,1215,470,2.59,17,031,050500,5,170310505005
0,53,45,55,38,0,0,0,16,6,67,97,0,21,0,0,1765,398,4.43,17,031,630400,1,170316304001
58,9,0,41,36,51,6,23,0,37,26,54,15,0,17,0,1661,373,4.45,17,031,630400,2,170316304002
11,35,4,2,0,9,0,18,0,13,38,6,0,0,2,0,511,138,3.7,17,031,670300,1,170316703001
99,17,0,21,0,0,0,0,0,26,0,0,25,0,0,8,418,196,2.12,17,031,681000,3,170316810003
241,66,55,0,14,32,10,32,15,39,0,0,0,8,0,0,1259,512,2.46,17,031,681000,4,170316810004
45,0,17,74,60,26,0,44,6,0,59,8,12,0,0,0,852,351,2.43,17,031,710200,2,170317102002
57,44,32,71,9,8,24,24,33,15,18,38,0,0,0,0,1271,373,3.41,17,031,710200,3,170317102003
7,21,12,0,112,0,7,7,0,46,10,0,13,0,9,0,962,244,3.94,17,031,710200,4,170317102004
12,0,6,11,73,72,13,46,117,14,59,160,177,112,0,80,2761,952,2.9,17,031,804701,4,170318047014
0,0,0,0,29,4,4,9,13,0,34,42,38,29,69,30,975,301,3.24,17,031,804706,2,170318047062
8,4,15,36,29,9,0,8,11,23,22,76,78,44,52,32,1531,447,3.43,17,031,804706,1,170318047061
27,22,38,22,0,35,0,8,50,0,43,25,0,0,0,0,795,270,2.94,17,031,814100,3,170318141003
16,14,45,105,13,38,90,42,0,72,7,94,0,37,12,0,2561,585,4.38,17,031,814100,1,170318141001
32,39,4,37,23,23,17,0,10,35,0,64,9,0,13,0,804,306,2.63,17,031,291600,1,170312916001
117,19,58,24,0,8,5,18,0,10,0,20,18,3,0,0,1229,300,4.08,17,031,292400,1,170312924001
38,40,11,21,43,53,15,20,20,24,19,15,0,12,0,6,895,337,2.66,17,031,292400,2,170312924002
24,15,0,24,57,8,7,8,29,45,24,88,71,62,0,0,1259,462,2.69,17,031,801607,2,170318016072
13,27,15,31,17,6,5,13,9,34,99,105,73,23,57,33,1421,560,2.53,17,031,750400,1,170317504001
17,0,5,6,0,15,0,0,0,0,15,20,11,17,27,252,1123,385,2.92,17,031,800400,3,170318004003
0,0,0,0,0,0,7,0,0,0,16,29,24,7,37,245,1099,365,3.01,17,031,800400,1,170318004001
9,24,0,0,0,0,0,19,10,9,43,16,20,5,94,39,860,288,2.96,17,031,802100,2,170318021002
0,0,24,13,8,30,12,27,9,24,42,106,33,26,65,189,1764,608,2.9,17,031,802100,3,170318021003
43,15,24,9,43,0,0,23,13,17,0,32,15,0,0,0,972,234,4.15,17,031,835000,5,170318350005
85,22,16,37,91,17,0,40,0,16,10,0,0,0,0,0,1091,334,3.27,17,031,835000,2,170318350002
9,0,48,34,27,13,0,10,24,47,31,26,36,4,34,0,693,343,2.02,17,031,839800,1,170318398001
22,35,45,9,57,38,23,30,6,45,33,57,44,11,34,0,1114,489,2.26,17,031,839800,2,170318398002
92,48,10,48,32,100,39,27,13,36,66,99,33,8,7,44,2018,702,2.87,17,031,839700,3,170318397003
27,53,23,26,39,96,42,0,35,51,48,109,0,25,8,0,1518,582,2.61,17,031,839700,2,170318397002
6,30,0,0,8,8,28,28,0,30,37,42,16,23,32,0,731,288,2.53,17,031,839900,4,170318399004
